year,doy,hod,coszen,PPFD,Tair,precip,VPD,Patm,u,Qle,NEE,GPP,LAI,CO2,O2,Vmax25,gamstar25,Tref,JV,Rlref,TRlref,Kc25,Ko25,alpha,c1,c2,c3,c4,eps_l,eps_s,albedo_l,albedo_ws,albedo_ds,tau_l,chi_l,kn,Ev,Ej,Egamstar,Ec,Eo,deltaSv,deltaSj,Hdv,Hdj,max_leaf_width,canopy_intercept,P50,P88,ratiocrit,kmax,g1,ground_area,Ztop,Zbottom,Ps,Psie,hyds,theta_sat,fc,pwp,bch,r_soil
[-],[-],[h],[-],[umol m-2 s-1],[deg C],[mm d-1],[kPa],[kPa],[m s-1],[W m-2],[umol m-2 s-1],[umol m-2 s-1],[m2 m-2],[Pa],[kPa],[umol s-1 m-2],[Pa],[deg C],[-],[umol s-1 m-2],[deg C],[Pa],[Pa],[mol(photon) mol(e-)-1],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[J mol-1],[J mol-1],[J mol-1],[J mol-1],[J mol-1],[J mol-1 K-1],[J mol-1 K-1],[J mol-1],[J mol-1],[m],[-],[-MPa],[-MPa],[-],[mmol m-2 s-1 MPa-1],[kPa0.5],[m2],[m],[m],[MPa],[MPa],[m s-1],[m3 m-3],[m3 m-3],[m3 m-3],[-],[-]
2003,1,0.5,0.0,0.0,9.740021,0.0,0.4653,98.331,3.6189999999999998,3.9624900000000003,1.98945,-0.063335,1.7850475260358485,37.0,20.73,40.0,4.22,25.0,1.67,0.6,25.0,39.96,27.48,0.3,0.7,0.99,0.83,0.93,0.97,0.945,0.076,0.1,0.25,0.05,0.00999999978,0.001,60000.0,30000.0,37830.0,79430.0,36380.0,650.0,650.0,200000.0,200000.0,0.05,0.25,6.9,9.43,0.05,0.2121831091554578,1.5635604851,1.0,0.022000000000000002,0.5599942792004559,-0.0015114855599999998,-0.0015114855599999998,5.2738160000000015e-06,0.42206520000000003,0.275398,0.162357,7.2228850000000016,0.4
2003,1,1.0,0.0,0.0,9.709991,0.0,0.4621,98.34000400000001,2.595,11.6298,1.99275,-0.069729,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,1.5,0.0,0.0,9.619995,0.0,0.4508,98.337006,2.162,7.1103,2.14865,-0.23489899999999997,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,2.0,0.0,0.0,9.170013,0.0,0.4131,98.33501,2.286,3.8263300000000013,1.9158,-0.048179,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,2.5,0.0,0.0,8.990021,0.0,0.39790002,98.33201,2.12,3.9224900000000003,1.9203700000000001,-0.071095,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,3.0,0.0,0.0,8.830017,0.0,0.37960002,98.329,3.135,5.37124,1.25559,0.57743,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,3.5,0.0,0.0,8.720001,0.0,0.38320002,98.32700000000001,3.272,4.33552,1.66452,0.157352,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,4.0,0.0,0.0,8.670013,0.0,0.38110003,98.324005,2.324,0.9268209999999999,1.1437899999999999,0.6730229999999999,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,4.5,0.0,0.0,8.510010000000001,0.0,0.3665,98.326004,3.486,4.0609,1.7242099999999998,0.076446,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,5.0,0.0,0.0,8.320007,0.0,0.3504,98.32700000000001,2.498,3.30756,2.02228,-0.24074600000000002,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,5.5,0.0,0.0,7.9100037,0.0,0.3274,98.329,1.39,3.1052,1.8502599999999998,-0.109747,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,6.0,0.0,0.0,8.119995,0.0,0.35480002,98.33,1.804,3.2796800000000004,1.8468099999999998,-0.085328,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,6.5,0.0,0.0,8.730011,0.0,0.4053,98.331,3.347,7.71963,1.8765900000000002,-0.053704999999999996,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,7.0,0.0,0.0,8.779999,0.0,0.409,98.33301,2.947,4.92076,1.17749,0.650459,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,7.5,0.013199119573352236,0.0,9.02002,0.0,0.4348,98.33400999999999,2.474,9.34722,1.86474,-0.012411,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,8.0,0.08925951066090665,0.0,9.440002,0.0,0.4657,98.33501,3.073,8.45002,0.879556,1.0157,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,8.5,0.1591642868073535,83.818375,9.649994,0.0,0.4705,98.33600600000001,2.556,8.15882,1.44364,0.473199,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,9.0,0.22171735791156166,139.63635,9.339996000000001,0.0,0.43379998,98.337006,2.3280000000000003,32.1389,-1.82923,3.71423,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,9.5,0.27584842358395034,255.02200000000002,9.059998,0.0,0.36400002,98.33800500000001,1.7790000000000001,31.1774,-5.17889,7.03529,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,10.0,0.32063128628289816,373.02856,9.149994,0.0,0.3422,98.339005,2.5180000000000002,28.1145,-6.27149,8.13707,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,10.5,0.35529969881147083,365.32583999999997,8.209991,0.0,0.27760002,98.32001,2.984,17.0425,-6.21665,7.98715,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,11.0,0.3792604750194049,352.00653,8.470001,0.0,0.2825,98.301,2.229,30.8592,-6.33817,8.134789999999999,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,11.5,0.3921036393826,457.1097,9.300018,0.0,0.3305,98.282005,1.838,47.2139,-6.755510000000001,8.63642,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,12.0,0.3936094417980043,465.64187999999996,9.920013,0.0,0.3641,98.262,2.343,38.5727,-6.2937199999999995,8.238430000000001,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,12.5,0.3837521175688028,423.60245,10.179993,0.0,0.36180001,98.243004,1.9240000000000002,37.7745,-5.37587,7.34755,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,13.0,0.3627003282455238,223.38617999999997,9.899994,0.0,0.3282,98.22400999999999,1.96,20.8145,-4.088,6.03064,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,13.5,0.3308142757801472,278.3313,9.820007,0.0,0.3155,98.20801,2.687,27.8024,-5.19163,7.126,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,14.0,0.2886395393708395,204.44582,9.800018,0.0,0.2957,98.19200000000001,3.042,25.0745,-3.88045,5.81276,1.7850475260358485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
