year,doy,hod,coszen,PPFD,Tair,precip,VPD,Patm,u,Qle,NEE,GPP,LAI,CO2,O2,Vmax25,gamstar25,Tref,JV,Rlref,TRlref,Kc25,Ko25,alpha,c1,c2,c3,c4,eps_l,eps_s,albedo_l,albedo_ws,albedo_ds,tau_l,chi_l,kn,Ev,Ej,Egamstar,Ec,Eo,deltaSv,deltaSj,Hdv,Hdj,max_leaf_width,canopy_intercept,P50,P88,ratiocrit,kmax,sfw,nfc,npwp,g1,ground_area,Ztop,Zbottom,Ps,Psie,hyds,theta_sat,fc,pwp,bch,r_soil
[-],[-],[h],[-],[umol m-2 s-1],[deg C],[mm d-1],[kPa],[kPa],[m s-1],[W m-2],[umol m-2 s-1],[umol m-2 s-1],[m2 m-2],[Pa],[kPa],[umol s-1 m-2],[Pa],[deg C],[-],[umol s-1 m-2],[deg C],[Pa],[Pa],[mol(photon) mol(e-)-1],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[J mol-1],[J mol-1],[J mol-1],[J mol-1],[J mol-1],[J mol-1 K-1],[J mol-1 K-1],[J mol-1],[J mol-1],[m],[-],[-MPa],[-MPa],[-],[mmol m-2 s-1 MPa-1],[-],[m3 m-3],[m3 m-3],[kPa0.5],[m2],[m],[m],[MPa],[MPa],[m s-1],[m3 m-3],[m3 m-3],[m3 m-3],[-],[-]
2003,1,0.5,0.0,0.0,12.679993,0.0,0.44483694,101.3129,3.4154925000000005,9.113838000000001,2.105846,-0.08229043,0.8064486935110858,37.0,20.73,62.5,4.22,25.0,1.67,0.9375,25.0,39.96,27.48,0.3,0.7,0.99,0.83,0.93,0.97,0.945,0.062,0.1,0.25,0.05,0.00999999978,0.001,60000.0,30000.0,37830.0,79430.0,36380.0,650.0,650.0,200000.0,200000.0,0.001,0.15,5.14,5.61,0.05,0.39120343517175865,1.0,0.0,0.0,2.346064,1.0,0.022,1.248429650125627,-0.0010509747300000002,-0.0010509747300000002,8.827425e-06,0.4062014,0.2250595,0.1170466,5.837802,0.4
2003,1,1.0,0.0,0.0,12.860016,0.0,0.45649870000000004,101.312904,3.3930839999999995,9.368179,2.071391,-0.02469044,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,1.5,0.0,0.0,12.800018,0.0,0.44332203,101.312904,3.3452024,9.554945,2.042079,-0.0031067359,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,2.0,0.0,0.0,12.970001,0.0,0.45979747,101.312904,3.4088871,9.412015,2.0702543,-0.009349515,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,2.5,0.0,0.0,13.059998,0.0,0.462512,101.31291,3.3414648000000002,10.326194000000001,2.1365258999999996,-0.06396637,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,3.0,0.0,0.0,12.910003999999999,0.0,0.44652709999999995,101.312904,3.290223,9.54893,2.100781,-0.047629822,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,3.5,0.0,0.0,12.940002,0.0,0.4448677,101.312904,3.4060142,9.46632,2.0970902,-0.040063944,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,4.0,0.0,0.0,12.850006,0.0,0.43721017,101.312904,3.3484342000000002,9.419578,2.0944138,-0.04900241,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,4.5,0.0,0.0,12.77002,0.0,0.42356083,101.3129,3.3443127,9.594615,2.0928228,-0.057709187,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,5.0,0.0,0.0,12.809998,0.0,0.42097315,101.312904,3.3218513,9.512249,2.0977685,-0.057508785,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,5.5,0.0,0.0,13.029999,0.0,0.43473488,101.31291,3.4072058,10.170194,2.1062548,-0.037583772,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,6.0,0.0,0.0,13.130004999999999,0.0,0.42731118,101.31291,3.3972168,10.336725,2.1498811,-0.068235554,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,6.5,0.0,0.0,13.119995000000001,0.0,0.41404587,101.31291,3.3972168,10.336725,2.1540546000000003,-0.07370852,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,7.0,0.0,0.0,13.170013,0.0,0.40388712,101.31291999999999,3.3972168,10.336725,2.1599214,-0.07307658,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,7.5,0.010980594970028762,0.0,13.240020999999999,0.0,0.40041095,101.31291999999999,3.4923038,10.412711999999999,1.0640034999999999,1.0319564,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,8.0,0.09528768356509924,87.10181999999998,13.399994,0.0,0.40599686,101.31293000000001,5.472,16.7586,-1.1532711000000002,3.2701325,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,8.5,0.17372026995964734,209.34256000000002,13.450012,0.0,0.39683074,101.31293000000001,4.3245716,79.656,-5.251016,7.3744283,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,9.0,0.24493635085484114,233.0875,13.839996,0.0,0.42728755,101.31294,4.2810000000000015,25.175,-1.6727444,3.8475699999999997,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,9.5,0.30771739936173603,224.87581,13.839996,0.0,0.41636798,101.31294,4.2810000000000015,25.175,-1.6219199,3.7967453,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,10.0,0.3609892143341839,216.28581,13.899994,0.0,0.41529313,101.31294,4.2810000000000015,25.175,-1.5601661,3.7429512000000003,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,10.5,0.4038403002482687,212.79195,14.089996,0.0,0.43283033,101.31295,4.2810000000000015,25.175,-1.5240236999999999,3.732098,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,11.0,0.4355374631434348,210.7223,14.240020999999999,0.0,0.44680324,101.31296,4.2810000000000015,25.175,-1.4988211,3.7269537000000006,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,11.5,0.4555383557744324,311.91086,14.470001000000002,0.0,0.4619101,101.31296999999999,4.8610000000000015,38.9,-2.9569688,5.2160163,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,12.0,0.4635007573230498,330.3593,14.589996,0.0,0.46700117,101.31296999999999,4.8610000000000015,38.9,-3.071978,5.3472300000000015,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,12.5,0.4592884288911957,345.24725,14.700012,0.0,0.47451229999999994,101.31298000000001,4.3570004,32.96,-3.596421,5.8865724,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,13.0,0.4429734445862168,213.83784,14.820007,0.0,0.48106584,101.31298000000001,4.9236665,25.175,-1.4953206,3.8017747,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,13.5,0.4148349583129398,166.25900000000001,14.809998,0.0,0.47367844,101.31298000000001,5.631,23.663332,-1.0144031999999998,3.3194972999999997,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,14.0,0.37535442737296254,172.51233,14.740020999999999,0.0,0.45007277,101.31298000000001,5.631,23.663332,-1.0918158000000002,3.3873954,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,14.5,0.3252073745967393,105.28327,14.77002,0.0,0.43934742,101.31298000000001,4.8312,16.7586,0.06554513,2.2341099,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,15.0,0.265251829960661,73.12635999999998,14.980011,9.6,0.44686679999999995,101.31299,4.8312,16.7586,0.36885336,1.9594183,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,15.5,0.19651364945626806,0.0,15.279998999999998,0.0,0.47624046,101.31299999999999,4.4102497000000005,17.14075,0.8117076,1.5577143,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,16.0,0.12016896240981505,0.0,15.300018,0.0,0.47250494,101.31299999999999,4.9181967,14.153583,1.1698886999999998,1.2022883999999998,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,16.5,0.037524047583412566,0.0,15.360016,0.0,0.47136098,101.31299999999999,4.900817,14.427979999999998,2.3108318,0.069618165,0.8064486935110858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
