doy,LAI
[-],[m2 m-2]
1,0.001
2,0.001
3,0.001
4,0.001
5,0.001
6,0.001
7,0.001
8,0.001
9,0.001
10,0.001
11,0.001
12,0.001
13,0.001
14,0.001
15,0.001
16,0.001
17,0.001
18,0.001
19,0.001
20,0.0004104897503978155
21,0.002052261799329869
22,0.0040852319390606
23,0.006532679969302969
24,0.009417036048208347
25,0.012759781335421657
26,0.01658134863513651
27,0.02090102303915034
28,0.025736842569919566
29,0.031105498823614696
30,0.03702223761317549
31,0.0435007596113661
32,0.05055312099383019
33,0.058189634082146106
34,0.06641876798688202
35,0.07524704935933921
36,0.08467896607787558
37,0.0947168810422279
38,0.1053609589017251
39,0.11660910582608004
40,0.12845692231876052
41,0.14089766907293932
42,0.153922245870023
43,0.1675191835207599
44,0.18167464884892687
45,0.19637246271759493
46,0.2115941310979743
47,0.2273188891808379
48,0.24352375853052396
49,0.26018361728151806
50,0.27727128337761286
51,0.2947576108536489
52,0.3126115991598317
53,0.3308005155286302
54,0.34929003038425316
55,0.3680443657947039
56,0.38702645696641524
57,0.4061981267814626
58,0.4255202733773562
59,0.4449530707694124
60,0.46445618251570386
61,0.48398898842458865
62,0.5035108243048185
63,0.5229812347582256
64,0.542360239014989
65,0.561608609811479
66,0.5806881652019938
67,0.5995620704784932
68,0.618195143024914
69,0.6365541572801721
70,0.6546081497011663
71,0.6723287237257805
72,0.6896903547358874
73,0.7066706950203502
74,0.7232508787380268
75,0.7394158265856137
76,0.755154542496203
77,0.7704603828880778
78,0.785331290789618
79,0.799769994545152
80,0.8137841711017645
81,0.8273865738770523
82,0.8405951252078296
83,0.8534329733797874
84,0.8659285142380997
85,0.8781153773789832
86,0.8900323769222057
87,0.901723426864547
88,0.9132374210142082
89,0.9246280775061749
90,0.9359537478985257
91,0.9472771908496981
92,0.9586653103766989
93,0.9701888586942694
94,0.9819221036349992
95,0.993942460650391
96,1.0063300893928775
97,1.0191674548787844
98,1.032538853232251
99,1.046529902010095
100,1.0612269951076334
101,1.0767167222454468
102,1.093085253037104
103,1.1104176856378274
104,1.1287973599741177
105,1.1483051355543217
106,1.1690186341553148
107,1.1910114555680014
108,1.2143523991052534
109,1.2391047321128659
110,1.265325519001821
111,1.2930650113104578
112,1.3223660987965309
113,1.3532638215591735
114,1.385784943190755
115,1.4199475849586352
116,1.45576092101682
117,1.4932249346475106
118,1.5323302355325512
119,1.5730579380547771
120,1.6153796006292556
121,1.6592572260644296
122,1.7046433229531566
123,1.75148102809364
124,1.7997042899402702
125,1.8492381130843512
126,1.8999988637647307
127,1.9518946364083265
128,2.004825681200553
129,2.05868489268564
130,2.113358359396853
131,2.168725974516611
132,2.2246621075665014
133,2.2810363371271887
134,2.337714244588229
135,2.3945582689277747
136,2.451428622522178
137,2.5081842679854973
138,2.5646839555303105
139,2.6207873070534413
140,2.676355898475225
141,2.731254289273623
142,2.785350983799694
143,2.838519323801143
144,2.890638312153955
145,2.9415933678021253
146,2.991277011905451
147,3.0395894851954317
148,3.0864392965392398
149,3.131743702711779
150,3.175429119375835
151,3.2174314632702905
152,3.257696425606453
153,3.296179676672445
154,3.3328470016456864
155,3.3676743676134597
156,3.4006479218015713
157,3.4317639210110755
158,3.461028592263103
159,3.4884579246517644
160,3.5140773924051394
161,3.537921609154354
162,3.5600339134107366
163,3.580465885251064
164,3.599276794210891
165,3.616532978385961
166,3.6323071547417065
167,3.6466776606308304
168,3.6597276265189733
169,3.671544079918465
170,3.682216981103425
171,3.6918382059847854
172,3.7005005262956567
173,3.7082966332528313
174,3.7153182175825674
175,3.7216551063843006
176,3.7273944568322954
177,3.732620006715216
178,3.737411381813638
179,3.7418434601154855
180,3.7459857928694036
181,3.74990208247606
182,3.753649717217377
183,3.7572793628236933
184,3.7608346108788635
185,3.7643516840632794
186,3.7678591982348335
187,3.771377981347804
188,3.774920949209673
189,3.778493038075881
190,3.782091194082511
191,3.785704419516892
192,3.789313875926155
193,3.7928930440637036
194,3.796407940673621
195,3.799817392113007
196,3.803073364812252
197,3.8061213525732307
198,3.8089008207054396
199,3.8113457070000556
200,3.8133849795419343
201,3.8149432513595314
202,3.8159414514391106
203,3.816297539788347
204,3.8159272352884686
205,3.814744744020038
206,3.8126634875887433
207,3.8095968314511874
208,3.805458813240671
209,3.8001648710929814
210,3.7936325719721857
211,3.785782339540017
212,3.776538169702702
213,3.7658283037133438
214,3.7535858469637002
215,3.739749333008948
216,3.7242632328254412
217,3.7070784093014666
218,3.688152516960987
219,3.667450346920383
220,3.64494411707818
221,3.6206137075377764
222,3.594446841263163
223,3.5664392099676268
224,3.536594545235464
225,3.5049246348766694
226,3.471449284514629
227,3.4361962244068027
228,3.3992009614984027
229,3.360506576709057
230,3.3201634674524763
231,3.278229035389105
232,3.2347673194117728
233,3.1898485738643347
234,3.143548791993302
235,3.095949174632474
236,3.0471355441205548
237,2.997197703451767
238,2.9462287406594587
239,2.894324278432702
240,2.841581668965886
241,2.7880991340412993
242,2.7339748508011046
243,2.6793059959268324
244,2.624187800499232
245,2.5687126836340104
246,2.5129694875008233
247,2.457042814577481
248,2.401012467139357
249,2.344952988984015
250,2.2889333093910387
251,2.2330164893170816
252,2.1772595698261132
253,2.121713522754892
254,2.0664233036136355
255,2.011428006721907
256,1.9567611225797126
257,1.9024508974738068
258,1.8485207953192095
259,1.7949900606322806
260,1.7418743539403636
261,1.689186386786894
262,1.6369365276369723
263,1.585133377579765
264,1.533784315827716
265,1.4828960150125887
266,1.4324749262783172
267,1.3825277341706845
268,1.3330617813238166
269,1.2840854629435015
270,1.2356085910873178
271,1.1876427287415958
272,1.1402014936951876
273,1.0933008322100652
274,1.0469592616367702
275,1.0011980604667778
276,0.9560413663106551
277,0.9115162020897067
278,0.8676524463074032
279,0.824482748043601
280,0.7820423866715572
281,0.7403690762977344
282,0.6995027149243995
283,0.6594850783350152
284,0.6203594587024236
285,0.5821702479198221
286,0.5449624656545325
287,0.5087812321245628
288,0.47367118559796073
289,0.43967584461496034
290,0.40683691603657474
291,0.37519357761461897
292,0.34478180792427787
293,0.31563379235420486
294,0.2877774062578028
295,0.2612357752656894
296,0.23602691275934415
297,0.21216343450594047
298,0.18965235045435944
299,0.1684949336923876
300,0.14868666656509796
301,0.13021726395441377
302,0.11307077371985617
303,0.09722575430047434
304,0.08265552947795969
305,0.06932852030094261
306,0.05720865352746285
307,0.04625582971456199
308,0.03642640454367325
309,0.02767365657907489
310,0.019948236843723245
311,0.013198600059670823
312,0.0073714175530691615
313,0.002411971823756479
314,0.001
315,0.001
316,0.001
317,0.001
318,0.001
319,0.001
320,0.001
321,0.001
322,0.001
323,0.001
324,0.001
325,0.001
326,0.001
327,0.001
328,0.001
329,0.001
330,0.001
331,0.001
332,0.0009279494737576234
333,0.0024083569472869966
334,0.003790565434754198
335,0.005052018482525487
336,0.006172785336588858
337,0.007135515462178079
338,0.007925374880776688
339,0.008529968297175266
340,0.008939257101060279
341,0.009145477215807812
342,0.009143056947277291
343,0.008928534832605195
344,0.00850047748899881
345,0.00785939746252994
346,0.007007671076928624
347,0.005949456282376876
348,0.004690610504302409
349,0.0032386084921723537
350,0.0016024601682869928
351,0.001
352,0.001
353,0.001
354,0.001
355,0.001
356,0.001
357,0.001
358,0.001
359,0.001
360,0.001
361,0.001
362,0.001
363,0.001
364,0.001
365,0.001
366,0.001
