Site,project,year,NMSE(ET),MAE(ET),SD(ET),P5(ET),P95(ET),NMSE(An),MAE(An),SD(An),P5(An),P95(An),fname
Soroe,var_kmax_adjust_average,2003.0,0.7769464885364097,0.9947063923404452,0.5608802394067338,0.11267925535796836,2.113811426252599,0.17231934318113998,2.3769656417530625,0.3496309103398213,0.2998047521213807,5.303659820105762,Soroe_Farquhar_CP-Rlow_actual_2003.csv
Soroe,control,2003.0,0.17991889620629145,0.5773891832962379,0.13864911961285453,0.20694550964150368,0.5658813603001347,0.0754827230479109,1.8573311386352505,0.2036474212490121,0.3052492112250458,2.8353483075438426,Soroe_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_adjust_average,overall,0.641485247024188,1.0039334596520255,0.5223115134535004,0.23434570565258625,1.8788391371115407,0.16885325406462404,3.098181177167122,0.3852902751220172,0.6888930000871625,5.21131484590512,Soroe
Soroe,var_kmax_adjust_extreme,2002,0.19299099178370246,0.6087702162899656,0.27352359448114605,0.044585461721292234,0.9046295613474804,0.06476012930244174,1.5446672514327129,0.14446979188353234,0.1292272986718519,2.3941859079850456,SoroeH_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_adjust_extreme,2003,0.12126668885278462,0.52200109581139,0.008254076143141331,0.10676667447625092,0.10564893611400272,0.08701431455691493,1.9652682263819723,0.2391597070707756,0.29363082700005705,3.2955498626435507,SoroeH_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_adjust_extreme,2002,0.11459816920376467,0.4466549444322487,0.09161033628337376,0.06647215180929775,0.3923448598990875,0.06359461180911083,1.5236184534436017,0.17623875254889454,0.03941339593367865,2.580612951134018,SoroeL_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_adjust_extreme,2003,0.0996224588254667,0.4758339495068776,0.15189114953714422,0.0666602831953722,0.4646599480304845,0.08926132497108542,1.96287882516768,0.253147340339379,0.2942415516138053,3.529317006723144,SoroeL_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_adjust_extreme,2002,0.21240261730735727,0.6469890938458295,0.3081240970302199,0.032300844966420265,1.0069197199060955,0.0655253322463193,1.551977444702214,0.13931322338653007,0.1291388490821621,2.3960153035471663,Soroe_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_adjust_extreme,2003,0.12982770867630908,0.5402108740148446,0.01621673629977005,0.11548174313283502,0.18445569240242046,0.08692673073877134,1.9662864024602649,0.23726326146407264,0.293547444297412,3.2550233460758364,Soroe_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_adjust_extreme,overall,0.12691571498454912,0.6335177972335265,0.017305680733270323,0.10760200101972288,0.28329943615074704,0.07401206797671203,2.30350737881747,0.27115868737389537,0.7160872246215972,3.3185214260425298,Soroe
Soroe,var_kmax_sample,2002,0.3417982217522648,0.8726190069099549,0.5025594747147046,0.011130978662824307,1.666970146233414,0.07243807858518689,1.6050295116996072,0.11593025019420633,0.3159491374424097,2.27052937921669,Soroe_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.20606958482661394,0.6991912252408079,0.14575692700280118,0.0827122399739828,0.6031995910225678,0.09708781384805308,2.03915270234645,0.2349477758441003,0.2929708233141413,3.2483164116193315,Soroe_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.2503530025099409,0.9744659672323426,0.2321933691902516,0.2408402025249196,0.9805968791829224,0.07660162316851764,2.30233963483712,0.2630845212550829,0.7054518349776452,3.1144678242594437,Soroe
Soroe,var_kmax_sample,2002,0.7427097756930133,0.7869071126170185,0.5151795895854284,0.02168250694875188,1.4616918829432792,0.19520946521242166,2.3974377057133784,0.3564478762784401,0.043180076421277185,4.6245759029368285,Soroek0_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,1.1981731283333246,1.1521475459887591,0.6227486005992326,0.155378329203053,2.3954640998492613,0.2298386305929121,2.6293092602958845,0.3884564424440932,0.3028390737404401,6.1850523414809935,Soroek0_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.8970033284984701,1.1367466575620089,0.573078045725087,0.26612809959346845,2.1002770206974173,0.20946371987501367,3.3448204791700853,0.414007058138147,0.6607493746890102,5.752464644529116,Soroek0
Soroe,var_kmax_sample,2002,0.2268639354277313,0.6723576399709577,0.3329775975897413,0.03329443485567435,1.1090007843748708,0.0663706443247979,1.5600602645751045,0.1355323699872948,0.12898634924936925,2.385064502150976,Soroek10_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.1369028424020471,0.5549457982108841,0.03205928009270642,0.10939708180770004,0.21832349177002275,0.08734800607516621,1.9707424643209768,0.2364922989821351,0.29349720179881,3.2522189463707485,Soroek10_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.15981945467888312,0.7372277270172289,0.08828959017157567,0.1708440971486765,0.4980229923359785,0.07217616801552408,2.276200779776868,0.2653595860474042,0.7023963362833544,3.217344890659609,Soroek10
Soroe,var_kmax_sample,2002,0.2884704691963605,0.782249071429871,0.4278031752372209,0.008690161232204952,1.438212759857883,0.06960040366682703,1.5858417968081582,0.12390682415810585,0.2067540945147137,2.31028605486674,Soroek11_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.17403448086543866,0.6344647523645466,0.09691168388585214,0.07141088317062871,0.4311090977781342,0.09154827001667903,2.0030600917808736,0.2352816187028206,0.2932198113548137,3.211144282175688,Soroek11_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.20846073603615084,0.8698693679866772,0.1683611313280704,0.2111708544937147,0.7468131558027551,0.0739383321480923,2.2859764081921816,0.2638184835063664,0.7039963567602138,3.1694398014435343,Soroek11
Soroe,var_kmax_sample,2002,0.3996529225506019,0.9726383576876249,0.5753040677395582,0.010576436000132387,1.8345801781601496,0.07325087569889786,1.6076402807570418,0.11473396258193624,0.41279172992706337,2.195855240375433,Soroek12_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.24264269068762226,0.7723694611407931,0.19445004515571807,0.06540177999248309,0.7442653209208103,0.10409804259477302,2.0823066864463318,0.23418615603031545,0.29296394837099593,3.3196565469356933,Soroek12_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.2969748447045829,1.0859429666673923,0.2990614308359931,0.2325207925541817,1.1624400791338865,0.08028672386422314,2.3254203443877177,0.2622686964569648,0.7080660972499987,3.106541631655982,Soroek12
Soroe,var_kmax_sample,2002,0.5716270123616838,1.2413964497670034,0.7709604506442058,0.03536234508301467,2.491441251657236,0.08010773648066033,1.6316944214734987,0.11706638835792725,0.21591908902195997,1.997942623805958,Soroek13_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.3394548606745669,0.9739392552580244,0.33103091886103697,0.005244314527610483,1.1743087643781829,0.12251069012879565,2.192703219892256,0.22635054297833745,0.29279259446849304,3.165500745513185,Soroek13_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.4265830079144414,1.3823542520747,0.4838869965159893,0.2605345319580334,1.8483408377461563,0.09113874117699043,2.390332499425464,0.25772180260941635,0.7109472704439933,3.0655821441194964,Soroek13
Soroe,var_kmax_sample,2002,0.7699435628656679,1.5010603817522843,0.9805496538206956,0.027089705534054043,3.0996279386517056,0.0990549929694864,1.720919976933291,0.11265879806926204,0.3887973271630478,1.8414525605314416,Soroek14_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.44936743316741584,1.1811762049046974,0.4734119375696744,0.03564580368698711,1.6525834836831566,0.14338322792589067,2.301599006081197,0.21834356257836285,0.2924768885974989,3.117462056537432,Soroek14_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.5737321500538412,1.6766354631509164,0.6849665634648174,0.25970551415892323,2.4262676350628616,0.1076194889299464,2.492646723690289,0.2501350531161456,0.7134672857269283,3.0114288976246946,Soroek14
Soroe,var_kmax_sample,2002,0.983072161828248,1.7520164829478384,1.1884365720801422,0.01115493941106982,3.6543900794990662,0.12235757346470234,1.812006732543706,0.11200516541099216,0.28769620246095506,1.7718478929406665,Soroek15_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.5551504258555459,1.3619993747561212,0.599263605315506,0.08736717311235076,1.944601896431343,0.16432438614875106,2.3982395930935376,0.21253948214405427,0.3078431069773088,3.15504878582843,Soroek15_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.7273114185812902,1.9463156170082068,0.887646542474267,0.3067177040883861,3.0410558467764486,0.1287575385856474,2.610486653443701,0.2390309515178224,0.675962244592787,2.9700261189538857,Soroek15
Soroe,var_kmax_sample,2002,1.2029653297394347,1.984735480382712,1.394732371282633,0.016280502223337656,4.256739146198532,0.14926975208276042,1.9246703044680056,0.10893782537623042,0.28109209633181376,1.7349332237707316,Soroek16_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.6690599381608494,1.5250048347877017,0.7309354612016317,0.1043819305887426,2.3574733233116167,0.1858359913462404,2.4946000898222485,0.2088555722149273,0.30785043649769817,3.2556225180642318,Soroek16_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.888880430775016,2.193588817890333,1.0944287569318043,0.13204627127940546,3.68643790408629,0.15195172260930126,2.739499565156632,0.2282838649675705,0.4270018398166519,2.9114050453348987,Soroek16
Soroe,var_kmax_sample,2002,1.427234710013029,2.206300736869559,1.6077461019994064,0.04753145344610757,4.762955396537494,0.1747497283025615,2.039557421870096,0.10205796144679967,0.43828401966246977,1.708017326710614,Soroek17_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.7863951422735482,1.661310421525549,0.8667434769114692,0.14028678006677364,2.949817920206857,0.2115771813792344,2.5982584234202664,0.20628844609917674,0.36067561630249023,3.2427263059675115,Soroek17_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,1.0537935569766763,2.419419785540179,1.3046480249693024,0.057911675323213785,4.058614304081494,0.17624411540600715,2.8705815744582885,0.21799796344875166,0.3038618293595824,2.8448838981559064,Soroek17
Soroe,var_kmax_sample,2002,1.6435360967263315,2.4191390479428616,1.8003680360777476,0.06113344854946126,5.310473430943669,0.20037024087976527,2.1298437517829387,0.10056781530929293,0.4996334797886461,1.675154773537594,Soroek18_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.8995868448474631,1.7816131267628268,0.9910613367933871,0.1744482096110318,3.1928903472436803,0.23600612816019656,2.6897326848091603,0.2043877913252422,0.36609378462500103,3.2550503032714264,Soroek18_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,1.2154956772408505,2.6175700363736536,1.5046398391184552,0.1810804511639312,4.6088469341130684,0.2022913974675984,2.999208889088693,0.20743754412709547,0.13353786995204808,2.819445311977967,Soroek18
Soroe,var_kmax_sample,2002,1.864838844323032,2.622771213231835,1.999722107683738,0.06956090176381444,5.960543188467853,0.2014747823165024,2.1486415821056366,0.09478636767801664,0.498732460453772,1.58716282498548,Soroek19_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,1.0148873138599124,1.8909031849289104,1.1126334430144078,0.18745674740335566,3.600468068765061,0.2592385082751168,2.7761424171890394,0.20350680245783992,0.4184073009775505,3.346567198710023,Soroek19_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,1.3771504352091477,2.8073882205521348,1.6945209965886665,0.207401351906278,5.2586803134499895,0.2126401535536848,3.052492727337029,0.2043735510263308,0.09703302642530763,2.8173981146193388,Soroek19
Soroe,var_kmax_sample,2002,0.4778260008276666,0.6702344697152471,0.4507247586937598,0.004594900482497499,1.2669680590834262,0.1461988927741461,2.137326615234558,0.3160743970461644,0.041780814513104884,4.1266058326788615,Soroek1_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.8346589187380055,1.0203517680405083,0.5719524461520238,0.1228885355179617,2.1766421995849026,0.17929408507283048,2.409419136841624,0.3549464918996665,0.3001191613174109,5.431394506822389,Soroek1_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.6051065181263444,0.9822215833168072,0.5190717298168872,0.2279185675343014,1.8869964207904384,0.16233760066199862,3.056585045557686,0.3812577173066827,0.6685861237629479,5.117457344349624,Soroek1
Soroe,var_kmax_sample,2002,2.085633608018428,2.822940213981654,2.195229101449593,0.04650366901056287,6.554666918501407,0.19896406858712656,2.1414820346541963,0.0951086678412818,0.4850554000515195,1.580840119367377,Soroek20_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,1.1298385793066286,1.9892303160327167,1.2371738366538432,0.19435091577749133,3.9604701400317617,0.2606593669777739,2.7862077408892727,0.2053183578054839,0.36882239003480655,3.4452192481895167,Soroek20_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,1.5419174644818574,2.9828566869477493,1.8852409475381384,0.16317995358581944,5.834182025769321,0.2104343172571773,3.0430165553417607,0.20688390139706936,0.25256358275884194,2.8002589329653773,Soroek20
Soroe,var_kmax_sample,2002,2.2986320783894225,2.9962232975859684,2.386349393574373,0.04005084952590132,7.155952994687579,0.19170175433389366,2.132549566495737,0.0908464835449132,0.4798517922692566,1.3620245818071537,Soroek21_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,1.2496565102495811,2.081675985801847,1.363080325575218,0.1985370519795538,4.306832495794488,0.26525544077301666,2.7998157311657126,0.20709993824529294,0.4196003452023524,3.4436620963915563,Soroek21_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,1.702257791111883,3.1407793183501425,2.0643587789282334,0.17838200562738654,6.2737761307638165,0.20545604915615048,3.0184900702701265,0.21052385591896933,0.2503380850581469,2.8782984578931288,Soroek21
Soroe,var_kmax_sample,2002,2.4964345462258377,3.1577224609851062,2.5496410853429445,0.04532283899008431,7.627816698026018,0.2032501372789101,2.1715666215716167,0.0931622853892764,0.43309935827762347,1.3614142898763806,Soroek22_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,1.36719145117749,2.172385225492384,1.4856061582754552,0.19919109850323927,4.817401038526877,0.2692298954772425,2.812641604153044,0.20800055635193426,0.37422359528298266,3.5350813970388906,Soroek22_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,1.859424716770648,3.282588455011168,2.2431595213238817,0.17027494903888185,6.869893605841342,0.21274225350270407,3.0544719693513613,0.20895911294823288,0.3369082557052824,2.9083114431390613,Soroek22
Soroe,var_kmax_sample,2002,2.7032761101784604,3.3000519898255085,2.7399862135146686,0.044780094879463085,8.012605969094826,0.19860800535408565,2.1677703896669365,0.0906064120046659,0.4298181064305547,1.3664675607126426,Soroek23_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,1.4913058564742228,2.2702518931326687,1.6050098453987602,0.22548659370773355,5.100992850358792,0.2921068617313515,2.887070526812431,0.2079326170767729,0.4450651559767909,3.5610594415026635,Soroek23_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,2.0132078457125817,3.4177464012602385,2.4128952309992138,0.1705370843295151,7.240408199678246,0.2191157976241441,3.0828242715639065,0.20952967349463086,0.3320867952225386,3.0230560083808617,Soroek23
Soroe,var_kmax_sample,2002,0.3005840322836179,0.55872875373117,0.3762703980388343,0.02652213963468142,1.0157582578796536,0.11639703897221992,1.9530178576655761,0.2844864294701587,0.04093805477467427,3.7218765153551234,Soroek2_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.5657545227279068,0.8817679826673671,0.5108187356324194,0.10090273377136832,1.9334567641388472,0.1479530940450494,2.261184951176958,0.3289854403341889,0.2982760624119737,4.803951942766517,Soroek2_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.39583295159449705,0.8227849203575527,0.45611402125042105,0.18533891158478533,1.6528823254043878,0.1331172395238913,2.8538589723263765,0.3555374242675834,0.6738183060195969,4.612867377355544,Soroek2
Soroe,var_kmax_sample,2002,0.18992833277442991,0.4668686587802445,0.2988926445665647,0.05324515833417665,0.7780929181561298,0.09697019180589064,1.8153725181361768,0.2591952676710447,0.040307651899329056,3.4607755381713368,Soroek3_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.3827255983649527,0.7559756530336302,0.4470075042159203,0.07346249499622938,1.6168220016920332,0.1272620456149204,2.1675117003176614,0.3083570124493677,0.2972308450378045,4.4050175447190085,Soroek3_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.2588629394620001,0.6879679438550219,0.3915046252781561,0.14339919893582015,1.4367071639804987,0.11380934303392468,2.7030110112148646,0.33512231953823346,0.6771951832576429,4.25714717037291,Soroek3
Soroe,var_kmax_sample,2002,0.1257673259509944,0.4039454814473067,0.217269314726076,0.08585199392268472,0.5459752936134956,0.08351088178291778,1.707547053547818,0.2379011063952844,0.039973823615682136,3.221008417068278,Soroek4_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.2584176340379831,0.6468240495390805,0.3819111293018697,0.04164196666366987,1.3670781775516905,0.1130969666834922,2.101113191042022,0.2916318905508813,0.2962691793417406,4.140194845816309,Soroek4_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.17096800851919527,0.5809772555995711,0.32664146861038434,0.0992772942304066,1.1742929985525028,0.100463111950373,2.5887777919713773,0.31833877446219794,0.6728805575642703,4.050181048458512,Soroek4
Soroe,var_kmax_sample,2002,0.0956977248958834,0.377365523731817,0.12773534224150718,0.1097099676704794,0.2638804158148962,0.07407936289998852,1.6225608839882772,0.21922270807872046,0.03969284882929247,3.0205752180573207,Soroek5_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.1748712038064689,0.5569250229321393,0.3152339158295491,0.01160288200162285,1.0962385845302962,0.10284831207195076,2.0492624771813115,0.27758883348160035,0.2953816824831703,3.9445567789795657,Soroek5_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.11831861039131765,0.5134958740025974,0.25754418802970314,0.061116392904489614,0.8586821528402759,0.0908948979679482,2.4993016162244084,0.3044275870470412,0.6799626083620031,3.86601426051532,Soroek5
Soroe,var_kmax_sample,2002,0.08944740129208059,0.3833817409834072,0.03670084209825575,0.08043686668057567,0.008511814110753413,0.06769129771005811,1.5593432321790393,0.20143481721126832,0.03958451720313949,2.8379021224692824,Soroek6_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.1243425695043814,0.4999160681207128,0.24883817753876114,0.02191464518106867,0.8272565908486058,0.0956614841055491,2.007663191224509,0.26593531423387906,0.2948622495584803,3.7634538480216553,Soroek6_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.0917312253553712,0.489322210656905,0.1906749608427164,0.007624453321100233,0.6127189821170744,0.08397172621120286,2.426216737288108,0.2928306764188077,0.6866216734098253,3.6563130535633377,Soroek6
Soroe,var_kmax_sample,2002,0.10390048692366737,0.42279841634008936,0.05261719511648422,0.05593975244132576,0.2884335069393815,0.0642173009478236,1.5271462670240243,0.1836073500945065,0.039473297405227765,2.6517480670792644,Soroek7_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.10233669777751024,0.4769020646335872,0.1824810530241953,0.04870085975906024,0.5865460398435753,0.09065715261189622,1.9742774719619551,0.2564361711632568,0.2944007235577991,3.5872216811614446,Soroek7_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.08808406346099415,0.5072354331474257,0.1260234940457533,0.04062659371118982,0.3550154830095717,0.07892629501220244,2.367311736130361,0.2833143482514197,0.6919626982433289,3.458103136637813,Soroek7
Soroe,var_kmax_sample,2002,0.1337534842200906,0.4885565286499111,0.14520666148949135,0.057300623286884574,0.5370734286627421,0.06312354017361793,1.5236266783283154,0.16645566355291186,0.03944313165298774,2.4972994464544733,Soroek8_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.10058131002532622,0.4788825719530996,0.10870024784968292,0.08006149562772491,0.30590399073455465,0.08778499571067906,1.9556721782170208,0.24841787552668826,0.2941142080844752,3.4529739464144296,Soroek8_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.0994365892715852,0.5548759394522813,0.05767725049832253,0.08626201889547352,0.06208211739216817,0.07535278148099421,2.3229746349990017,0.2755910304024747,0.6959191471592904,3.3335070950611154,Soroek8
Soroe,var_kmax_sample,2002,0.17543351674599794,0.5730098364321816,0.23762099476405416,0.053827285264514524,0.7732375454998746,0.06412792031626731,1.538725759260895,0.14985630885884205,0.08457195937058404,2.4057357573837748,Soroek9_Farquhar_CP-Rlow_actual_2002.csv
Soroe,var_kmax_sample,2003,0.1132883783477811,0.5051336938783144,0.033683773325780875,0.10161078814249523,0.005084219789657674,0.08696032545461435,1.9615947224399188,0.2412167533891686,0.2937493810997933,3.3277855396274223,Soroek9_Farquhar_CP-Rlow_actual_2003.csv
Soroe,var_kmax_sample,overall,0.12337698156466867,0.6302484911054268,0.013155826992327093,0.12132041838424695,0.21299306389061545,0.07303422613344898,2.2921592182852057,0.26949281283664617,0.699795612260509,3.2705239291086823,Soroek9
ElSaler1,var_kmax,2002,0.15745063491480696,0.5346060628150915,0.2794694738159107,0.1714021774754687,0.4287589957832276,0.04336884054757069,0.8051481618126063,0.1931506288642104,0.6103636049583328,0.8604170832954736,ElSaler1_Farquhar_CP-Rlow_actual_2002.csv
ElSaler1,control,2002,0.3117523567549017,0.6926270718615388,0.2615508580849744,0.09607951473505304,0.6037181110949645,0.046186134679365616,0.8341386584250418,0.21506305490879474,0.5740641758247378,1.0240034534621127,ElSaler1_Farquhar_CP-Rlow_actual_2002.csv
ElSaler1,var_kmax,2003,0.1720023395716773,0.4789965750176613,0.2036629567862287,0.018263587458908333,0.6686052140939336,0.09219822556762942,1.1009797385877342,0.0533244716529564,0.3620581770929838,0.09702885942158801,ElSaler1_Farquhar_CP-Rlow_actual_2003.csv
ElSaler1,control,2003,0.4823310767825426,0.7777782613710351,0.15925039545453526,0.3199280177502186,0.7330715105133301,0.07507356883709919,0.9569778060048606,0.050998699095052384,0.4010622938725785,0.2542004441878616,ElSaler1_Farquhar_CP-Rlow_actual_2003.csv
ElSaler1,var_kmax_adjust_average,2002,0.15250517545005546,0.526638936687661,0.276558485045834,0.18151125983632346,0.42107886296048536,0.043432003275933516,0.8063897160494705,0.1919691959403994,0.6150735074228697,0.8486465695969141,ElSaler1H_Farquhar_CP-Rlow_actual_2002.csv
ElSaler1,var_kmax_adjust_average,2003,0.16760184488723026,0.4744217998564092,0.1961654277708004,0.01229172676096657,0.6444194853771346,0.09284311321596296,1.1054627014272167,0.055543055319447365,0.3609344049224701,0.08448395041741641,ElSaler1H_Farquhar_CP-Rlow_actual_2003.csv
ElSaler1,var_kmax_adjust_average,2002,0.1952854084170829,0.5864184741454819,0.2996981864644345,0.1181563304749934,0.4982457936271345,0.042879393044934405,0.7958435799581216,0.2020155717337425,0.5694104953108554,0.9397298103880232,ElSaler1L_Farquhar_CP-Rlow_actual_2002.csv
ElSaler1,var_kmax_adjust_average,2003,0.20334475736945026,0.5169415306264354,0.23808192409325896,0.02631655073440697,0.7230230950298084,0.08771416394468518,1.0680565070984271,0.038004255968908884,0.3667562986393356,0.1719265394769005,ElSaler1L_Farquhar_CP-Rlow_actual_2003.csv
ElSaler1,var_kmax_adjust_average,2002,0.13496963544004106,0.4955534774565424,0.2645900172822545,0.2094950097389936,0.3826287345178403,0.04392006059211071,0.8129373927015322,0.1868045202699966,0.6399265242474055,0.8034113147070894,ElSaler1_Farquhar_CP-Rlow_actual_2002.csv
ElSaler1,control,2002,0.3117523567549017,0.6926270718615386,0.2615508580849744,0.09607951473505294,0.6037181110949636,0.046186134679365616,0.8341386584250418,0.21506305490879474,0.5740641758247378,1.0240034534621127,ElSaler1_Farquhar_CP-Rlow_actual_2002.csv
ElSaler1,var_kmax_adjust_average,2003,0.15507466529310926,0.4634837106262492,0.16963991077925988,0.0018345136203236079,0.6035630875974962,0.09541351606218312,1.1220767071440525,0.06500253286538027,0.3583460419897357,0.04419088317360309,ElSaler1_Farquhar_CP-Rlow_actual_2003.csv
ElSaler1,control,2003,0.482331076782543,0.7777782613710352,0.1592503954545349,0.31992801775021845,0.7330715105133301,0.07507356883709917,0.9569778060048604,0.05099869909505261,0.4010622938725788,0.2542004441878616,ElSaler1_Farquhar_CP-Rlow_actual_2003.csv
