doy,hod,A(std),A(psi2),E(std),E(psi2),Ci(std),Ci(psi2),Rublim(std),Rublim(psi2),gs(std),gs(psi2),Es(std),Es(psi2),sw(std),sw(psi2),Ps(std),Ps(psi2)
138,6.0,2.402115502232752,2.5241229236433402,0.17753450013707958,0.38293448841545585,12.555554026231219,15.650774308798518,False,False,0.03214169310629409,0.0703205574112168,0.01585632097122172,0.014736008924802589,0.32463687085321674,0.31666469018790894,-0.010061916898094108,-0.012041342500022229
138,6.5,9.588046176938054,10.112978128889896,0.7254956474143645,1.5330644570092062,25.020657099625538,30.995922255516213,False,False,0.12732490906589317,0.2870570611181677,0.39482883010621395,0.3646719457048634,0.3245770508677644,0.3166059609798394,-0.010075318878270312,-0.012057485020030767
138,7.0,11.027357175842981,11.746550457106542,0.900247223543432,1.6704521221842477,24.58823199165552,30.272136672216966,False,False,0.14400950897215792,0.2939765421138719,0.7144978162540555,0.6419247442548537,0.3244954248202674,0.316511726131799,-0.010093639053266708,-0.012083438255085625
138,7.5,11.672733475432647,12.513539658727753,1.056429294720175,1.6508126147901765,23.850478076410646,29.128751698272637,False,False,0.14901911183229435,0.26556716223938176,1.0284650544666534,0.892626330865337,0.3244023012175725,0.3164078624728804,-0.010114586072725123,-0.012112117068325047
138,8.0,12.062499242982605,13.026026192993104,1.2246698091203918,1.7900478944814497,23.25030524924313,28.531889733953847,False,False,0.1488823917772351,0.2607519199041877,1.3622623847834612,1.1367826194536617,0.32429825480973534,0.3162987438666638,-0.01013804860371667,-0.012142330378276257
138,8.5,12.335864736856418,13.259276914836281,1.3195087070476332,1.7622539730387303,23.1630930069193,27.714621868503464,False,False,0.14882718795609903,0.2358153711627464,1.6835980673148125,1.3403356497516437,0.32418252139401554,0.3161807350806959,-0.010164219384831918,-0.012175101858647536
138,9.0,12.394006040527556,13.337869712469397,1.3794621616693181,1.8046537157990565,23.05056509692067,27.543509538089875,False,False,0.1475150861745862,0.23055456053660606,1.9845280395984566,1.4993319450629452,0.3240571444428591,0.3160587836343139,-0.010192657688014249,-0.012209074070594829
138,9.5,12.327618377570943,13.311281596724285,1.4946867531947405,1.912509542177994,22.570159773092215,27.044181187640795,False,False,0.14139445406856124,0.21606229798117518,2.2776781470370793,1.6224469708202918,0.32392343856663575,0.3159322751901418,-0.0102230850338818,-0.012244429822777372
138,10.0,12.346305405804713,13.341499903034634,1.6018912942910335,1.9697450032138522,22.190169438555934,26.45164599851217,False,False,0.13785533967707653,0.20311929034479115,2.5432296066917983,1.6941998002498488,0.3237802677776148,0.31580050157782197,-0.010255781007903331,-0.0122813810437975
138,10.5,12.611852648960078,13.647970633324634,1.7355794911230757,2.0882672489286835,21.815467191593612,25.874642436408756,False,False,0.13708086589199048,0.19606505676379066,2.7939159991598186,1.7275857044991914,0.3236284777807041,0.31566589144986273,-0.010290575435914193,-0.012319258801493359
138,11.0,12.77246773071754,13.830299570732766,1.8019017740033338,2.1376436864249646,21.63237356946842,25.274624718829838,False,False,0.13642642300112037,0.188749441388171,2.975921005406334,1.6919662365458348,0.32346778805974774,0.31552789542617504,-0.01032755644518463,-0.01235822743004962
138,11.5,12.92903353212503,13.908285259863224,1.934297985736599,2.180789239957397,21.281560174520997,24.74893863243149,True,False,0.135443465922631,0.17959464690328025,2.990317444119762,1.6397815813687742,0.32330143901522834,0.31538980465047783,-0.010365999358754837,-0.01239736335460768
138,12.0,12.975776634817304,14.06938747149265,1.9744381696768796,2.233130614697824,21.199070784682277,24.63755117157162,True,False,0.13556260599924036,0.18248893260585866,2.849219201908952,1.515836808826022,0.32313184822029645,0.3152521598707233,-0.010405359228975137,-0.012436513352840486
138,12.5,13.01294405033094,14.05763067242832,2.0025305935255866,2.212673919581995,21.14752665423969,24.385391179883626,True,False,0.1354338392280543,0.17813672129305502,2.699646663748457,1.385764339653355,0.32296491959266416,0.31511645009364353,-0.010444267483133299,-0.012475250835919988
138,13.0,12.919101028615739,13.89178621473863,1.975893281121062,2.201245451913831,21.011086083790268,24.18230109301308,False,False,0.1335770149910711,0.1725325985222953,2.4896401411847293,1.2273624721901526,0.32280113922940484,0.31498455448861734,-0.010482602982507298,-0.012513031268681368
138,13.5,12.757516677874065,13.786833230250927,2.0055781010421034,2.2667616375895907,20.80825581316563,24.091300585359697,False,False,0.13034748698280058,0.17046722791384894,2.2641183507230283,1.0644333496424967,0.3226432498634499,0.31485693062603165,-0.010519711316885177,-0.012549712138535495
138,14.0,12.526273821777936,13.57682699264403,1.9876490308095136,2.278432083743257,20.794744980551307,24.268084488445865,False,False,0.12755781184197684,0.16968277483368546,1.952231070116652,0.8654290706884303,0.32249027543289627,0.3147318492490563,-0.010555807209523118,-0.012585781088006943
138,14.5,12.383629379904797,13.37591322985198,1.9981756637472543,2.269412910273039,20.668596330008505,24.041591941834195,False,False,0.12518032615940342,0.16456405461409795,1.7542653359411315,0.7236400370069682,0.32234540742158524,0.3146114518325197,-0.010590120352755304,-0.012620610862970102
138,15.0,12.181828270051104,13.163905741997878,1.9580657845453637,2.2429716270855398,20.577925986555606,23.838827235265427,False,False,0.12263539021542523,0.1601253268471325,1.5076912382871783,0.569545587937283,0.3222052481118755,0.3144948649918816,-0.010623439109758765,-0.012654442890177852
138,15.5,11.984933479064386,12.899316850544963,1.968658737337693,2.196027674516056,20.501422725022515,23.577915139813186,False,False,0.12012139933784352,0.15459584239365926,1.2601626285816254,0.4263423191157575,0.32207216091830754,0.3143827950828064,-0.01065518718018594,-0.012687061519738165
138,16.0,11.808706777683001,12.635990811670073,1.918560502251462,2.1513625851362153,20.45765255138984,23.3122248742555,False,False,0.1178937641460005,0.14938719465661202,1.0269795858402628,0.30240891132080067,0.3219449568185384,0.314275468871595,-0.010685632827492044,-0.012718389223134311
138,16.5,11.61870825231956,12.539327547509425,1.8372923985009586,2.190253463724657,20.494709783036882,23.665444980271907,False,False,0.11617789064690998,0.15334549718260126,0.8034416886076402,0.19667330553498022,0.32182473804386535,0.3141723702042376,-0.010714497632719018,-0.01274856589484395
138,17.0,11.266034715517918,12.262743970671334,1.7253310899057452,2.197662442697818,20.49169552211514,24.072650826592245,False,False,0.11325946755180752,0.15757929807955784,0.5970711400415134,0.11067939260422466,0.3217120150661827,0.31407107061357564,-0.010741643341426512,-0.012778295398158604
